,country,industry,industryKey,sector,sectorKey,longBusinessSummary,fullTimeEmployees,compensationAsOfEpochDate,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk
0,France,Credit Services,credit-services,Financial Services,financial-services,"Edenred SE provides digital platform for services and payments for companies, employees, and merchants worldwide. It offers employee benefit solutions, including Ticket Restaurant, a solution that allows employees to take time out for lunch at a partner merchant; Ticket Alimentación that allows users to pay for groceries in neighborhood stores and supermarkets; Ticket Regalo, a gift voucher; Ticket CESU, a human services solution; Ticket Plus Card, a solution that enables the purchase of staples, such as food and fuel; Ticket Welfare, which employees can use to pay for a range of services, such as access to sports facilities and solutions for their children's educational needs; Ticket Guardería for companies without on-site daycare facilities; Childcare Vouchers; Ticket EcoCheque, a solutions that encourages purchase of environmentally friendly products; Ticket Kadeos Culture and Ticket Cultura that are solutions for cultural goods and services. The company also offers mobility solutions comprising Ticket Log for light vehicle fleet management; Ticket Fleet Pro and Ticket Cargo for truck fleet management; Ticket Car for employees to pay for fuel and other business travel expenses; UTA Edenred for paying tolls, optimize routes, pay for roadside assistance and truck servicing, and for VAT reimbursement; fuel cards; and refund services for VAT and excise duties. In addition, it provides complementary solutions comprising corporate payment, invoice processing automation, and salary card solutions. Edenred SE was founded in 1962 and is headquartered in Issy-les-Moulineaux, France.",11008.0,1703980800.0,1.1,0.0328,1717977600.0,0.96489996,1.85,0.645,29.947369,,261799.0,261799.0,618744.0,674827.0,674827.0,8419333632.0,32.86,58.76,3.366387,36.135,44.3732,1.1,0.033023115,EUR,10183699456.0,0.11995,232858455.0,243066000.0,246612000.0,-3.82,,1703980800.0,1735603200.0,1719705600.0,0.163,300000000.0,1.14,,,,,4.072,14.425,-0.37952697,0.3478098,1.1,1717977600.0,PAR,EQUITY,EDEN.PA,EDEN.PA,EDENRED,Edenred SE,1277967600,Europe/Paris,CEST,3216999936.0,13.102,706000000.0,5109000192.0,0.648,0.842,2500999936.0,,10.07,0.02769,,739625024.0,1092999936.0,0.171,0.176,0.40984002,0.28229,0.28088,EUR,0.794,4.0,4.0,7.0,4.0,5.0
0,Luxembourg,Information Technology Services,information-technology-services,Technology,technology,"Globant S.A., together with its subsidiaries, provides technology services worldwide. It provides digital solutions comprising blockchain, cloud technologies, cybersecurity, data and artificial intelligence, digital experience and performance, code, Internet of Things, metaverse, and engineering and testing; and enterprise technology solutions and services, such as Agile organization, Cultural Hacking, process optimization services, as well as AWS, Google Cloud, Microsoft, Oracle, SalesForce, SAP, and ServiceNow technology solutions. Further, the company provides e-commerce, conversational interfaces, design, digital marketing, and digital product delivery services. Additionally, it operates Augoor, an AI-powered platform; MagnifAI, an AI-powered solution for software quality assurance; StarMeUp, a science-based AI platform; WaaSabi, a finance platform; Walmeric, a lead-to-revenue management platform; GeneXus, a suit of AI development tools; Navigate for process optimization powerhouse; BeHealthy, a white-label platform; and FluentLab, an AI conversational and engagement solution. The company offers its services to various industries, including media and entertainment, professional services, technology and telecommunications, travel and hospitality, banks, financial services and insurance, consumer, retail and manufacturing, health care, and others. The company was formerly known as IT Outsourcing S.L. and changed its name to Globant S.A. in December 2012. Globant S.A. was founded in 2003 and is based in Luxembourg.",29112.0,1672444800.0,,,,,,1.394,56.182766,28.999998,90178.0,90178.0,428042.0,520280.0,520280.0,9283467264.0,151.68,251.502,4.063629,197.7454,198.27666,,,USD,9279476736.0,0.07391,41896517.0,43142800.0,43648400.0,41.142,5.2301784,1703980800.0,1735603200.0,1719705600.0,0.045,168844000.0,3.83,7.42,0.33,,,4.062,27.052,0.11700785,0.3478098,,,NYQ,EQUITY,GLOB,GLOB,Globant S.A.,Globant S.A.,1405690200,America/New_York,EDT,180364992.0,4.171,343024000.0,243396000.0,1.541,1.548,2284526080.0,13.235,53.121,0.06092,0.096140005,188897248.0,268822016.0,0.024,0.181,0.36056,0.15015,0.10170999,USD,1.6653,1.0,7.0,5.0,4.0,6.0
0,Finland,Paper & Paper Products,paper-paper-products,Basic Materials,basic-materials,"Stora Enso Oyj provides renewable solutions for the packaging, biomaterials, wooden constructions, and paper industries in Finland and internationally. It operates through Packaging Materials, Packaging Solutions, Biomaterials, Wood Products, Forest, Paper, and Other segments. The company's Packaging Materials segment offers virgin and recycled fiber replace fossil-based materials with low-carbon, renewable and recyclable packaging materials for food and beverage, pharmaceutical, and transport packaging. Its Packaging Solutions segment develops and sells fiber-based packaging products and services, including converting corrugated boards and carton boards; and new materials, such as formed fiber and wood foams into standard and bespoke packaging solutions for retail, e-commerce, and industrials. The company's Biomaterials segment provides various pulp for packaging, paper, tissue, specialties, and hygiene product producers; and tall oil and turpentine from biomass. Its Wood Products segment offers wood-based solutions, including digital tools for design and construction of building projects with wood; applications for windows and doors; and pellets for sustainable heating solutions. The company's Forest segment engages in sustainable forest management, as well as supplies wood. Its Paper segments offers portfolio of products for print and office use. The company's Other segment produces electricity and heat. It serves packaging manufacturers, brand owners, paper merchants, publishers, retailers, printing houses, converters, and construction companies. The company was incorporated in 1996 and is headquartered in Helsinki, Finland.",20000.0,1672444800.0,0.1,0.0089,1710979200.0,0.9231,3.39,0.701,,12.078651,11022.0,11022.0,4692.0,8729.0,8729.0,8480610816.0,10.35,14.15,0.9673333,11.297,12.081,0.1,0.008928572,EUR,11825544192.0,-0.02179,615312859.0,175880000.0,788894016.0,13.611,0.7898024,1703980800.0,1735603200.0,1719705600.0,,-191000000.0,-0.24,0.89,,,,1.349,20.319,-0.06666666,0.3478098,0.1,1710979200.0,HEL,EQUITY,STEAV.HE,STEAV.HE,Stora Enso Oyj A,Stora Enso Oyj,946886400,Europe/Helsinki,EEST,2074000000.0,2.63,582000000.0,5167000064.0,0.804,1.43,8766999552.0,48.589,10.669,0.00947,-0.021440001,-466500000.0,960000000.0,,-0.031,0.33375,0.06639,0.04433,EUR,,3.0,3.0,9.0,10.0,7.0
0,Italy,Banks - Regional,banks-regional,Financial Services,financial-services,"Banca Mediolanum S.p.A. provides various banking products and services in Italy. The company offers current accounts; deposits; and mortgages and loans. It also provides debit, credit, and prepaid cards; investment products, such as mutual funds, unit linked policies, investment strategies, other investments, trading, and retirement products; and life insurance products and services. In addition, the company engages in audio and television production business; real estate business; mutual fund and trust management business; and the provision of damage insurance, financial intermediation, and payment services. Banca Mediolanum S.p.A. founded in 1982 and is headquartered in Basiglio, Italy.",3795.0,1483142400.0,0.84,0.0743,1713744000.0,0.5739,5.18,1.314,9.352459,9.588235,492624.0,492624.0,1064881.0,909837.0,909837.0,8412912128.0,7.5,11.55,4.07126,10.877,10.337935,0.42,0.037037034,EUR,13367265280.0,0.43963,221915294.0,737328000.0,780345984.0,4.908,2.324776,1703980800.0,1735603200.0,1719705600.0,0.24,908459008.0,1.22,1.19,2.79,,,6.469,,0.43619728,0.3478098,0.42,1713744000.0,MIL,EQUITY,BMED.MI,BMED.MI,BANCA MEDIOLANUM,Banca Mediolanum S.p.A.,946886400,Europe/Rome,CEST,1713080960.0,2.315,,6688590848.0,,,2066414976.0,,2.792,0.011519999,0.26656,,631137984.0,0.24,0.091,,,0.58607,EUR,,5.0,1.0,3.0,1.0,1.0
0,Poland,Insurance - Property & Casualty,insurance-property-casualty,Financial Services,financial-services,"Powszechny Zaklad Ubezpieczen SA provides life and non-life insurance products and services in Poland, the Baltic States, and Ukraine. It operates through Corporate Insurance, Mass Insurance, Group and Individually Continued Life Insurance, Individual Life Insurance, Life Investment Insurance, Investments, Pension Insurance, Banking, Baltic States, Ukraine, Investment Contracts, and Other segments. The company offers motor, property, casualty, agricultural, fire, and third-party liability insurance, as well as health, accident, and life insurance. It also provides banking, factoring, consulting and training, transaction advisory, medical, hospital, data center, polygraphic, human resource band payroll, physical therapy, asset management, assistance, leasing, IT, call center, brokerage, and spa services; manages pension and mutual funds; and offers financial and accounting services. In addition, the company is involved in real estate development; rental of office and commercial space; investment activity; and other monetary intermediation businesses. Further, it engages in the manufacture of bathroom and kitchen taps, aluminum central heating radiators, shower cabins, valves, and screens; and auxiliary activity associated with insurance and pension funds. The company was founded in 1803 and is headquartered in Warsaw, Poland.",38279.0,1703980800.0,4.34,0.104399994,1726444800.0,0.375,6.57,0.548,6.460937,6.7455134,1878170.0,1878170.0,1915385.0,1661484.0,1661484.0,35706675200.0,39.15,56.12,0.6196924,44.8226,48.1663,2.4,0.05770618,PLN,57165922304.0,0.08608,568301757.0,863523008.0,863523008.0,33.545,1.2326726,1672444800.0,1703980800.0,1719705600.0,-0.22,4960000000.0,6.4,6.13,1.94,10:1,1448841600.0,0.992,2.412,-0.09743923,0.3478098,4.34,1726444800.0,WSE,EQUITY,PZU.WA,PZU.WA,PZU,Powszechny Zaklad Ubezpieczen SA,1273561200,Europe/Warsaw,CEST,48358998016.0,56.002,23695998976.0,40390000640.0,0.206,0.233,57620000768.0,69.413,66.738,0.03222,0.2349,2903749888.0,53748998144.0,-0.22,-0.016,0.62088,0.41125,0.39907002,PLN,,,,,,
0,Italy,Utilities - Regulated Electric,utilities-regulated-electric,Utilities,utilities,"Edison S.p.A. engages in the supply, production, and sale of electric power and gas in Italy and Europe. It produces and sells electric power through a network of 124 hydroelectric power plants, 14 thermoelectric power plants, 53 wind farms, and 61 photovoltaic plants. The company also engages in gas infrastructure and supplies business; liquefied natural gas business; and gas storage activities. In addition, it produces and sells hydrogen. Further, the company offers energy efficiency and environmental solutions to industrial clients and public administration. The company was formerly known as Montedison SpA and changed its name to Edison S.p.A. in 2002. Edison S.p.A. was founded in 1883 and is based in Milan, Italy. Edison S.p.A. operates as a subsidiary of Transalpina di Energia Spa.",6166.0,,0.11,0.060300004,1713744000.0,0.9436,6.53,0.515,15.954545,,91896.0,91896.0,273548.0,1038259.0,1038259.0,8288074752.0,1.42,1.79,0.52562624,1.5906,1.555925,,,EUR,8382524416.0,0.03482,133937396.0,109560000.0,4736119808.0,1.364,1.286657,1703980800.0,1735603200.0,1719705600.0,,527000000.0,0.11,,,,,0.532,7.165,0.21848738,0.3478098,0.105,1713744000.0,MIL,EQUITY,EDNR.MI,EDNR.MI,EDISON R,Edison S.p.A.,1038816000,Europe/Rome,CEST,1962000000.0,0.414,1170000000.0,1700000000.0,0.941,1.392,15768000512.0,25.426,3.893,0.035639998,0.09038,101500000.0,1508000000.0,,-0.165,0.20003,0.074200004,-0.054029997,EUR,,,,,,
0,Poland,Banks - Regional,banks-regional,Financial Services,financial-services,"ING Bank Slaski S.A., together with our subsidiaries, provides various banking products and services for retail clients and businesses in Poland. It operates in two segments, Retail Banking and Corporate Banking. The company accepts personal and business accounts. Its loan products include cash loans, mortgages, business line of credit, invoice financing, leasing, factoring, investment loans, business loans, trade finance, guarantees, long-term financing, commercial real estate financing, and reverse factoring. The company also offers credit and debit cards; investment and savings, and insurance products; and payments, transfers, financial management, currency exchange, financial risk management, trust, and mobile and internet banking services. The company was founded in 1989 and is headquartered in Katowice, Poland. ING Bank Slaski S.A. operates as a subsidiary of ING Bank N.V.",8242.0,1703980800.0,33.35,0.12060001,1713225600.0,0.9881,3.02,0.698,8.0864935,8.166318,1323.0,1323.0,5642.0,3355.0,3355.0,35499827200.0,201.5,357.5,3.4911911,264.91,288.265,33.35,0.12061482,PLN,29897869312.0,0.43181,32531856.0,130036000.0,131025000.0,108.895,2.5070024,1703980800.0,1735603200.0,1719705600.0,-0.123,4390799872.0,33.76,33.43,0.43,10:1,1321574400.0,2.94,,0.30732858,0.3478098,33.35,1713225600.0,WSE,EQUITY,ING.WA,ING.WA,INGBSK,ING Bank Slaski S.A.,946886400,Europe/Warsaw,CEST,24033200128.0,184.645,,17942200320.0,,,10168399872.0,,78.145,0.01841,0.32361,,-14106800128.0,-0.123,-0.024,,,0.51269,PLN,,,,,,
0,Italy,Banks - Regional,banks-regional,Financial Services,financial-services,"BPER Banca SpA provides banking products and services for individuals, and businesses and professionals in Italy and internationally. The company operates through Retail, Private, Corporate, Large Corporate, and Finance segments. It offers current and saving accounts, loans, mortgages, insurance and social security, and digital banking and related services; cards; and investments and savings products and services. The company also provides financing and leasing, collection and payment, import and export, liquidity and investment management, digital, and other services. In addition, it offers wealth management services comprising portfolio management, consultancy, financial advice, and wealth advisory services; insurance investment products; and funds and SICAVs. The company was founded in 1867 and is headquartered in Modena, Italy.",20072.0,,0.3,0.0514,1716163200.0,0.2825,3.13,1.345,5.513208,7.0409636,11350484.0,11350484.0,12124595.0,20611173.0,20611173.0,8295149056.0,2.836,5.964,1.5965114,4.97824,4.50542,0.3,0.051369864,EUR,23209433088.0,0.29622,1057671109.0,1419430016.0,1419430016.0,7.198,0.81189215,1703980800.0,1735603200.0,1719705600.0,-0.355,1539117056.0,1.06,0.83,-0.3,71:70,1337558400.0,4.467,,0.933709,0.3478098,0.3,1716163200.0,MIL,EQUITY,BPE.MI,BPE.MI,BPER BANCA,BPER Banca SpA,796032000,Europe/Rome,CEST,10587212800.0,7.489,,25349060608.0,,,5195796992.0,,3.673,0.01114,0.16527,,379151008.0,-0.361,0.085,,,0.35953,EUR,,5.0,5.0,1.0,8.0,3.0
0,Germany,Airlines,airlines,Industrials,industrials,"Deutsche Lufthansa AG operates as an aviation company worldwide. It operates in three segments: Passenger Airlines; Logistics; and Maintenance, Repair and Overhaul Services (MRO). The Passenger Airlines segment offers products and services to passengers of Lufthansa Airlines, SWISS, Austrian Airlines, Brussels Airlines, and Eurowings. Its Logistics segment offers airfreight container management, urgent shipments, and customs clearance services; and e-commerce solutions. The MRO segment provides maintenance, repair, and overhaul services for civil commercial aircraft serving original equipment manufacturers, aircraft leasing companies, operators of VIP jets, government, armed forces, and airlines. The company also offers corporate payment and billing services; vocational and professional training for cockpit and cabin crew; and IT solutions. As of December 31, 2023, it had a fleet of 721 aircraft. Deutsche Lufthansa AG was founded in 1926 and is headquartered in Cologne, Germany.",100173.0,1703980800.0,0.3,0.0464,1715126400.0,0.2975,5.37,1.538,6.629703,4.8875914,2701054.0,2701054.0,4990408.0,5765382.0,5765382.0,8272573440.0,5.384,8.585,0.22684473,5.97096,6.53781,0.3,0.044896737,EUR,13670688768.0,0.02726,1016201520.0,1196620032.0,1235449984.0,8.069,0.82984257,1703980800.0,1735603200.0,1719705600.0,-0.468,1204999936.0,1.01,1.37,1.63,,,0.375,4.687,-0.057109535,0.3478098,0.3,1715126400.0,GER,EQUITY,LHA.DE,LHA.DE,LUFTHANSA AG VNA O.N.,Deutsche Lufthansa AG,850723200,Europe/Berlin,CEST,8026999808.0,6.708,2916999936.0,13656000512.0,0.588,0.75,36467998720.0,140.769,30.489,0.014400001,0.13781,-868249984.0,4632999936.0,-0.409,0.066,0.18457001,0.07999,0.025179999,EUR,,3.0,2.0,6.0,10.0,5.0
0,Germany,Specialty Industrial Machinery,specialty-industrial-machinery,Industrials,industrials,"GEA Group Aktiengesellschaft engages in the development and production of systems and components to the food, beverage, and pharmaceutical industries. It operates through Separation & Flow Technologies, Liquid & Power Technologies, Food & Health Technologies, Farm Technologies, and Heating & Refrigeration Technologies segments. The Separation & Flow Technologies segment manufacture process-related components and machinery including notably separators, decanters, homogenizers, valves, and pumps. The Liquid & Power Technologies segment offers brewing systems, liquid processing and filling, concentration, precision fermentation, crystallization, purification, drying, powder handling, and packaging, as well as systems for emission control for dairy, beverage, food, chemical, and other industries. The Food & Health Technologies segment engages in the preparation, marination, and processing of meat, poultry, seafood, and vegan products, pasta and confectionery products, baking, slicing, packaging, and frozen food processing for food processing industry; and provides tablet presses for pharmaceutical industry. The Farm Technologies segment offers customer solution for milk production and livestock farming, which includes automatic milking and feeding system, conventional milking solutions, manure handling, and digital herd management tool. The Heating & Refrigeration Technologies segment provides energy solution in the field of industrial refrigeration and heating for an array of industries including food, beverage, dairy, and oil and gas. The company was formerly known as mg technologies ag and changed its name to GEA Group Aktiengesellschaft in 2005. GEA Group Aktiengesellschaft was founded in 1881 and is headquartered in Düsseldorf, Germany.",18568.0,1703980800.0,1.0,0.0214,1714608000.0,0.4184,2.57,1.003,19.732216,22.350712,100.0,100.0,97.0,129.0,129.0,8019699200.0,31.81,47.36,1.5060751,42.3992,39.09815,1.0,0.02110595,EUR,7797244928.0,0.07561,135768429.0,167398000.0,170052992.0,13.842,3.407022,1703980800.0,1735603200.0,1719705600.0,0.01,409015008.0,2.39,2.11,0.59,,,1.464,12.724,0.4247328,0.3478098,1.0,1714608000.0,FRA,EQUITY,G1A.F,G1A.F,GEA GROUP AG,GEA Group Aktiengesellschaft,946882800,Europe/Berlin,CEST,313116992.0,1.87,612812992.0,178616992.0,0.614,1.073,5324899840.0,7.707,31.209,0.05666,0.17867,383549760.0,627641984.0,0.033,-0.014,0.34881002,0.11508001,0.10126001,EUR,1.7159,1.0,1.0,2.0,1.0,1.0
0,Netherlands,Semiconductor Equipment & Materials,semiconductor-equipment-materials,Technology,technology,"BE Semiconductor Industries N.V. engages in the development, manufacture, marketing, sale, and service of semiconductor assembly equipment for the semiconductor and electronics industries in China, the United States, Malaysia, Ireland, Korea, Taiwan, Thailand, Other Asia Pacific and Europe, and internationally. It operates through three segments: Die Attach, Packaging, and Plating. The company's principal products include die attach equipment, such as single chip, multi-chip, multi module, flip chip, thermal compression bonding, fan out wafer level packaging, hybrid and embedded bridge die bonding, and die sorting systems; and packaging equipment, including conventional, ultra-thin, and wafer level molding, as well as trim and form, and singulation systems. It also provides plating equipment, such as tin, copper, and precious metal and solar plating systems, as well as related process chemicals; and tooling, conversion kits, spare parts, and other services. The company's principal brand names include Datacon, Esec, Fico, and Meco. It offers its products primarily to multinational chip manufacturers, assembly subcontractors, and electronics and industrial companies. BE Semiconductor Industries N.V. was incorporated in 1995 and is headquartered in Duiven, the Netherlands.",1783.0,1703980800.0,2.15,0.0189,1714348800.0,1.019,3.26,1.405,47.393368,21.83406,497359.0,497359.0,413373.0,276227.0,276227.0,7947939840.0,84.18,182.9,13.692839,113.639,137.1475,2.15,0.021255562,EUR,8006526464.0,0.28574,78369092.0,79479400.0,80661400.0,5.448,18.35536,1703980800.0,1735603200.0,1719705600.0,-0.203,165859008.0,2.11,4.58,1.63,2:1,1525392000.0,13.794,38.61,0.31743455,0.3478098,2.15,1714348800.0,AMS,EQUITY,BESI.AS,BESI.AS,BE Semiconductor Industries N.V,BE Semiconductor Industries N.V.,900918000,Europe/Amsterdam,CEST,257234000.0,3.227,207367008.0,200128992.0,3.627,4.445,580444992.0,46.083,7.468,0.15209,0.40813,96960624.0,183615008.0,-0.187,-0.07,0.65482,0.35726002,0.32579,EUR,1.2393,6.0,2.0,2.0,5.0,2.0
0,Germany,Internet Retail,internet-retail,Consumer Cyclical,consumer-cyclical,"Zalando SE operates an online platform for fashion and lifestyle products. The company operates through Fashion Store and Offprice segments. It provides shoes, apparel, accessories, and beauty products with free delivery and returns, as well as various payment options. The company also sells its products through Lounge by Zalando; and brick-and-mortar outlet stores. It operates in Germany, Austria, Switzerland, Belgium, Croatia, the Czech Republic, Denmark, Estonia, Finland, Hungary, France, Ireland, Italy, Latvia, Lithuania, Luxembourg, the Netherlands, Norway, Poland, Romania, Slovakia, Slovenia, Spain, Sweden, and the United Kingdom. The company was founded in 2008 and is headquartered in Berlin, Germany.",15269.0,1703980800.0,,,,,,1.639,52.551723,58.615387,222756.0,222756.0,876035.0,664839.0,664839.0,7973872640.0,15.95,30.63,0.78054315,25.2388,23.1681,,,EUR,6992732160.0,0.01485,219105324.0,260496000.0,261610000.0,9.425,3.233952,1703980800.0,1735603200.0,1719705600.0,0.691,151700000.0,0.58,0.52,8.66,,,0.685,16.161,0.34112978,0.3478098,,,GER,EQUITY,ZAL.DE,ZAL.DE,ZALANDO SE,Zalando SE,1412146800,Europe/Berlin,CEST,2682800128.0,10.354,432700000.0,1767800064.0,1.005,1.478,10215799808.0,72.391,39.292,0.02335,0.064229995,811862528.0,1124800000.0,0.693,0.034,0.39099997,0.04236,0.058569998,EUR,0.5228,6.0,3.0,4.0,1.0,2.0
0,Belgium,Asset Management,asset-management,Financial Services,financial-services,"Sofina Société Anonyme is a private equity and venture capital firm specializing in direct and fund of funds investments. Within direct investments, it specializes in growth capital, early, startup, later stages, mature, emerging growth, mid venture, late venture and LBO investments. The firm primarily invests in portfolio of companies that engages in digital transformation, consumer & retail, education, healthcare, energy and services, e-commerce, consumer goods, digital, satellite operations, industry, finance companies, and financial services worldwide. It also invests in the media, communications, insurance, property development sectors. The firm typically invests in European based companies with a global exposure, and it also has a particular focus on companies based in Western Europe and Asia such as in India, China and South East Asia and also in the United States. It invests between 20million ($21.67million) and 300 million ($339.2 million) in companies with an enterprise value between 250 million ($282.7 million) and 4500 million ($5088.41 million) in minority investments. The firm seeks to invest between 20 million (21.67 million) and 100 million ($107 million) in fast growing business. It seeks equity investment between 5 million ($5.35million) and 50 million (54.18 million) in venture and growth capital funds. It invests in privately owned and listed companies. It invests in private companies to support growth, finance acquisitions, give liquidity to existing shareholders/families, support sales processes, and make minority investment alongside shareholders controlling shareholders and in listed companies for replacement of existing shareholder, long term support of controlling shareholders, and delisting. Within fund of funds, the firm focuses on private equity, venture capital and growth equity funds, and selected relationships in buyout and special situations. It also manages funds in the fields of private equity funds. It typically invests in the US, Europe and Asia, and also concentrates on emerging markets. The firm prefers to hold a minority ownership equity in its portfolio companies and also seeks board seat. The firm also prefers majority stake and co-invests. It typically holds its investments for ten to twelve years. Sofina Société Anonyme was founded in 1898 and is based in Brussels, Belgium with additional offices in Luxembourg and Singapore.",87.0,,3.35,0.014099999,1715904000.0,0.2636,1.3,1.06,18.867035,,,,,,,7945293312.0,179.6,261.4,15.987472,233.472,219.398,3.35,0.014075629,EUR,7985807360.0,0.87043,14433387.0,33133000.0,33187600.0,287.004,0.83552843,1703980800.0,1735603200.0,1719705600.0,38.125,432576992.0,12.71,,,,,16.069,,0.2679808,0.3478098,3.35,1715904000.0,VIE,EQUITY,SOF.VI,SOF.VI,SOFINA,Sofina Société Anonyme,1518508500,Europe/Amsterdam,CEST,598908992.0,18.076,,699068032.0,11.907,11.907,496969984.0,7.351,14.922,0.027560001,0.04621,965918976.0,445767008.0,37.697,15.787,1.0,,0.94879997,EUR,,3.0,8.0,5.0,2.0,6.0
0,Netherlands,Staffing & Employment Services,staffing-employment-services,Industrials,industrials,"Randstad N.V. provides solutions in the field of work and human resources (HR) services. The company provides temporary staffing and permanent placement services; job posting; and résumé services on digital platforms. It offers inhouse, enterprise and digital, and tech suite services. In addition, the company provides managed services programs, recruitment process outsourcing, outplacement and career development, and online talent acquisition. It has operations in North America, France, the Netherlands, Germany, Belgium, Luxembourg, Italy, Iberia, other European countries, and internationally. The company was formerly known as Randstad Holding NV and changed its name to Randstad N.V. in April 2018. Randstad N.V. was founded in 1960 and is headquartered in Diemen, the Netherlands.",40000.0,1703980800.0,2.28,0.0519,1727308800.0,0.8201,3.86,1.266,16.201439,11.46056,162300.0,162300.0,339956.0,309896.0,309896.0,7977440256.0,40.07,57.56,0.3260623,43.0382,47.2438,2.28,0.05137449,EUR,9367421952.0,0.020399999,100402428.0,175483008.0,177119008.0,23.384,1.9261032,1703980800.0,1735603200.0,1719705600.0,-0.431,491000000.0,2.78,3.93,5.18,,,0.383,11.651,-0.10539168,0.3478098,1.27,1727308800.0,AMS,EQUITY,RAND.AS,RAND.AS,Randstad N.V.,Randstad N.V.,800175600,Europe/Amsterdam,CEST,229000000.0,1.305,804000000.0,1800000000.0,1.079,1.112,24465999872.0,43.774,139.686,0.0403,0.114989996,747924992.0,872000000.0,-0.418,-0.059,0.20306,0.03286,0.020539999,EUR,,1.0,1.0,1.0,6.0,1.0
0,Poland,Grocery Stores,grocery-stores,Consumer Defensive,consumer-defensive,"Dino Polska S.A., together with its subsidiaries, operates a network of mid-sized grocery supermarkets under the Dino brand name in Poland. The company offers range of food products, including meat, poultry and cold cuts, fruit and vegetables, bread, and dairy products, as well as other food, chemical, and cosmetic products; grocery products, such as children's food, breakfast products, ready to eat meals, beverages, candies, snacks, frozen goods, processed goods, oils, grain and bulk products, condiments, and alcohol and cigarettes; and non-grocery products, which include flowers, cleaning agents, sanitary articles, pet food, seasonal products, and small household appliance products. It also rents and operates owned and leased real estate; purchase and sale of real estate; retails automotive fuel; manufactures and processes refined petroleum products; and operates beverages or tobacco predominating stores, as well as offers warehousing and storage, and financial services. The company was founded in 1999 and is based in Krotoszyn, Poland.",45274.0,1703980800.0,,,,,,0.526,23.958479,16.284101,520545.0,520545.0,331412.0,375058.0,375058.0,33941448704.0,296.8,482.1,1.2347941,333.034,387.665,,,PLN,34560638976.0,0.0515,47879795.0,98040000.0,98287800.0,63.392,5.4612575,1703980800.0,1735603200.0,1719705600.0,-0.04,1415602048.0,14.45,21.26,0.99,,,1.257,15.709,-0.10950041,0.3478098,,,WSE,EQUITY,DNP.WA,DNP.WA,DINOPL,Dino Polska S.A.,1492585200,Europe/Warsaw,CEST,415388000.0,4.237,2200064000.0,1233505024.0,0.234,0.844,27487537152.0,19.794,280.371,0.11287,0.25583,240761504.0,1843603968.0,-0.038,0.106,0.22947,0.08004,0.058229998,PLN,,,,,,
0,Sweden,Other Industrial Metals & Mining,other-industrial-metals-mining,Basic Materials,basic-materials,"Boliden AB (publ) engages in the extracting, producing, and recycling of base metals in Sweden, Finland, other Nordic region, Germany, the United Kingdom, Europe, North America, and internationally. The company operates through two segments, Business Area Mines and Business Area Smelters. It explores for copper, zinc, nickel, lead, gold, silver, cobalt, sulphuric acid, tellurium, platinum, and palladium deposits. The company operates the Aitik, the Boliden Area, and Garpenberg mines in Sweden; the Tara mine in Ireland; the Kevitsa mines in Finland; Kokkola and Odda zinc smelters in Finland and Norway; the Rönnskär and Harjavalta copper smelters in Sweden and Finland; and the Bergsöe lead smelter in Sweden. It sells its metals primarily to industrial customers. The company was founded in 1924 and is headquartered in Stockholm, Sweden.",5364.0,1703980800.0,7.5,0.023,1713916800.0,0.2643,3.15,0.951,11.561508,9.891436,636437.0,636437.0,1047217.0,838743.0,838743.0,89698492416.0,257.1,386.5,1.1022314,313.362,316.66525,7.5,0.022970904,SEK,102537338880.0,0.09536,268461177.0,273471008.0,273471008.0,218.118,1.5037732,1703980800.0,1735603200.0,1719705600.0,5.94,7760000000.0,28.37,33.16,0.57,2:1,1683590400.0,1.26,6.202,0.123924255,0.3478098,7.5,1713916800.0,STO,EQUITY,BOL.ST,BOL.ST,Boliden AB,Boliden AB (publ),1007539200,Europe/Stockholm,CEST,7058999808.0,25.813,16533000192.0,20291000320.0,0.615,1.572,81379000320.0,34.008,297.565,0.061279997,0.13514,-2046000000.0,14926000128.0,5.941,0.233,0.1278,0.20316,0.21154,SEK,,5.0,1.0,1.0,8.0,1.0
